experiment_name,condition,round,num_seeds,cooperation_rate_mean,cooperation_rate_ci95,defection_rate_mean,defection_rate_ci95,avg_reputation_mean,avg_reputation_ci95,reputation_variance_mean,reputation_variance_ci95,avg_temperature_mean,avg_temperature_ci95,avg_payoff_mean,avg_payoff_ci95,social_welfare_mean,social_welfare_ci95,action_entropy_mean,action_entropy_ci95
test_minimal,reputation_piecewise,31,5,0.86,0.132934,0.14,0.132934,0.663133,0.078526,0.025298,0.009363,0.4714,0.081933,2.86,0.132934,28.6,1.329337,0.309362,0.267834
test_minimal,reputation_piecewise,32,5,0.78,0.114287,0.22,0.114287,0.654688,0.064481,0.025467,0.004771,0.5264,0.080848,2.74,0.181763,27.4,1.817629,0.486889,0.140353
test_minimal,reputation_piecewise,33,5,0.74,0.146673,0.26,0.146673,0.638687,0.07688,0.023952,0.005158,0.506,0.06339,2.66,0.211098,26.6,2.110985,0.491458,0.248616
test_minimal,reputation_piecewise,34,5,0.86,0.132934,0.14,0.132934,0.655011,0.074111,0.021869,0.005023,0.4764,0.078018,2.82,0.190029,28.2,1.900291,0.309362,0.267834
test_minimal,reputation_piecewise,35,5,0.78,0.073336,0.22,0.073336,0.647185,0.057761,0.020542,0.002894,0.479,0.060997,2.7,0.138593,27.0,1.385929,0.509523,0.102526
test_minimal,reputation_piecewise,36,5,0.88,0.073336,0.12,0.073336,0.666282,0.051185,0.018317,0.003338,0.4644,0.052624,2.88,0.073336,28.8,0.733365,0.330194,0.179113
test_minimal,reputation_piecewise,37,5,0.78,0.073336,0.22,0.073336,0.659628,0.026794,0.026112,0.007729,0.533,0.051448,2.78,0.073336,27.8,0.733365,0.509523,0.102526
test_minimal,reputation_piecewise,38,5,0.84,0.099941,0.16,0.099941,0.664456,0.01531,0.018535,0.003995,0.5244,0.015846,2.8,0.163985,28.0,1.639854,0.38735,0.209929
test_minimal,reputation_piecewise,39,5,0.74,0.0784,0.26,0.0784,0.645707,0.018611,0.019216,0.004338,0.505,0.036273,2.7,0.151821,27.0,1.518209,0.557017,0.070628
test_minimal,reputation_piecewise,40,5,0.68,0.130012,0.32,0.130012,0.618419,0.039346,0.026416,0.006113,0.473,0.014066,2.56,0.211098,25.6,2.110985,0.582594,0.130239
test_minimal,reputation_piecewise,41,5,0.9,0.087654,0.1,0.087654,0.647178,0.014433,0.02326,0.009765,0.4518,0.034943,2.9,0.087654,29.0,0.876539,0.265178,0.221267
test_minimal,reputation_piecewise,42,5,0.8,0.087654,0.2,0.087654,0.645718,0.019732,0.020857,0.005688,0.4914,0.05672,2.8,0.087654,28.0,0.876539,0.474459,0.125893
test_minimal,reputation_piecewise,43,5,0.82,0.130012,0.18,0.130012,0.651285,0.043679,0.021067,0.009667,0.474,0.016803,2.78,0.199882,27.8,1.998816,0.39978,0.223607
test_minimal,reputation_piecewise,44,5,0.8,0.138593,0.2,0.138593,0.650567,0.064114,0.019416,0.006993,0.5004,0.052029,2.72,0.226886,27.2,2.268864,0.421872,0.236949
test_minimal,reputation_piecewise,45,5,0.76,0.099941,0.24,0.099941,0.643319,0.074161,0.026563,0.009519,0.518,0.080908,2.64,0.252528,26.4,2.525283,0.521953,0.116295
test_minimal,reputation_piecewise,46,5,0.74,0.1176,0.26,0.1176,0.628122,0.061012,0.025123,0.006108,0.5048,0.077131,2.66,0.211098,26.6,2.110985,0.534382,0.127439
test_minimal,reputation_piecewise,47,5,0.72,0.09602,0.28,0.09602,0.61449,0.048593,0.031931,0.00807,0.4814,0.088057,2.64,0.170869,26.4,1.708688,0.566138,0.120449
test_minimal,reputation_piecewise,48,5,0.88,0.09602,0.12,0.09602,0.638059,0.044974,0.024584,0.00531,0.4446,0.054798,2.88,0.09602,28.8,0.9602,0.300241,0.240243
test_minimal,reputation_piecewise,49,5,0.76,0.04801,0.24,0.04801,0.629485,0.044725,0.024141,0.0074,0.473,0.027123,2.72,0.114287,27.2,1.142867,0.544587,0.053033
test_minimal,reputation_piecewise,50,5,0.88,0.114287,0.12,0.114287,0.651323,0.050922,0.019736,0.00707,0.4678,0.05056,2.84,0.159231,28.4,1.592312,0.28727,0.246608
test_minimal,reputation_piecewise,51,5,0.76,0.159231,0.24,0.159231,0.640309,0.014852,0.02315,0.00725,0.503,0.063708,2.64,0.236828,26.4,2.368277,0.460963,0.236819
test_minimal,reputation_piecewise,52,5,0.84,0.099941,0.16,0.099941,0.649022,0.024533,0.017393,0.006118,0.503,0.016281,2.8,0.138593,28.0,1.385929,0.38735,0.209929
test_minimal,reputation_piecewise,53,5,0.84,0.0784,0.16,0.0784,0.65869,0.036743,0.017959,0.003977,0.496,0.036194,2.76,0.170869,27.6,1.708688,0.417303,0.11586
test_minimal,reputation_piecewise,54,5,0.86,0.099941,0.14,0.099941,0.671474,0.021039,0.019441,0.003439,0.51,0.057729,2.86,0.099941,28.6,0.999408,0.352287,0.202927
test_minimal,reputation_piecewise,55,5,0.82,0.114287,0.18,0.114287,0.669597,0.027776,0.014554,0.003404,0.513,0.05079,2.82,0.114287,28.2,1.142867,0.429733,0.136522
test_minimal,reputation_piecewise,56,5,0.76,0.159231,0.24,0.159231,0.656024,0.046985,0.01759,0.004981,0.493,0.027822,2.68,0.24323,26.8,2.432296,0.460963,0.236819
test_minimal,reputation_piecewise,57,5,0.76,0.04801,0.24,0.04801,0.646832,0.047345,0.025618,0.00444,0.495,0.052134,2.72,0.114287,27.2,1.142867,0.544587,0.053033
test_minimal,reputation_piecewise,58,5,0.86,0.0784,0.14,0.0784,0.662397,0.052809,0.024331,0.010521,0.5154,0.071645,2.86,0.0784,28.6,0.784,0.365258,0.190946
test_minimal,reputation_piecewise,59,5,0.72,0.09602,0.28,0.09602,0.641592,0.061223,0.02852,0.01169,0.5274,0.07627,2.6,0.151821,26.0,1.518209,0.566138,0.120449
test_minimal,reputation_piecewise,60,5,0.8,0.123961,0.2,0.123961,0.643704,0.068551,0.027749,0.012031,0.4954,0.088236,2.76,0.19204,27.6,1.9204,0.451825,0.153336
test_minimal,reputation_piecewise,61,5,0.82,0.073336,0.18,0.073336,0.649182,0.05198,0.027514,0.006352,0.4858,0.080982,2.78,0.114287,27.8,1.142867,0.452367,0.10925
test_minimal,reputation_piecewise,62,5,0.88,0.14403,0.12,0.14403,0.667754,0.058959,0.021959,0.007395,0.4914,0.040142,2.84,0.220009,28.4,2.200095,0.264636,0.245643
test_minimal,reputation_piecewise,63,5,0.7,0.138593,0.3,0.138593,0.639017,0.061316,0.022333,0.006271,0.525,0.068249,2.7,0.138593,27.0,1.385929,0.560502,0.132806
test_minimal,reputation_piecewise,64,5,0.86,0.132934,0.14,0.132934,0.65466,0.055915,0.019566,0.005643,0.4578,0.054667,2.82,0.190029,28.2,1.900291,0.309362,0.267834
test_minimal,reputation_piecewise,65,5,0.66,0.099941,0.34,0.099941,0.620214,0.03989,0.028896,0.006343,0.4994,0.065473,2.62,0.168606,26.2,1.686056,0.617658,0.065892
test_minimal,reputation_piecewise,66,5,0.78,0.073336,0.22,0.073336,0.619925,0.026415,0.027428,0.006719,0.4464,0.058142,2.74,0.132934,27.4,1.329337,0.509523,0.102526
test_minimal,reputation_piecewise,67,5,0.8,0.061981,0.2,0.061981,0.624998,0.024307,0.028255,0.004445,0.4578,0.032706,2.76,0.132934,27.6,1.329337,0.487431,0.089923
test_minimal,reputation_piecewise,68,5,0.74,0.0784,0.26,0.0784,0.616922,0.034189,0.033818,0.006566,0.464,0.029789,2.7,0.151821,27.0,1.518209,0.557017,0.070628
test_minimal,reputation_piecewise,69,5,0.76,0.170869,0.24,0.170869,0.613257,0.030245,0.034108,0.013501,0.4622,0.021123,2.68,0.265867,26.8,2.658673,0.468282,0.171987
test_minimal,reputation_piecewise,70,5,0.74,0.132934,0.26,0.132934,0.60536,0.035841,0.03292,0.009173,0.4734,0.031699,2.66,0.220009,26.6,2.200095,0.52598,0.121471
test_minimal,reputation_piecewise,71,5,0.62,0.09602,0.38,0.09602,0.566773,0.045852,0.024688,0.012944,0.4522,0.048131,2.5,0.175308,25.0,1.753077,0.643777,0.039504
test_minimal,reputation_piecewise,72,5,0.8,0.107354,0.2,0.107354,0.580836,0.043196,0.024195,0.008052,0.3968,0.067864,2.72,0.190029,27.2,1.900291,0.464796,0.127723
test_minimal,reputation_piecewise,73,5,0.8,0.061981,0.2,0.061981,0.593032,0.029472,0.025429,0.004957,0.4124,0.052602,2.76,0.132934,27.6,1.329337,0.487431,0.089923
test_minimal,reputation_piecewise,74,5,0.66,0.1176,0.34,0.1176,0.567641,0.012372,0.024028,0.006643,0.4452,0.034992,2.5,0.290715,25.0,2.90715,0.607995,0.086393
test_minimal,reputation_piecewise,75,5,0.84,0.0784,0.16,0.0784,0.592365,0.014692,0.026618,0.004748,0.4222,0.011266,2.84,0.0784,28.4,0.784,0.417303,0.11586
test_minimal,reputation_piecewise,76,5,0.8,0.138593,0.2,0.138593,0.602454,0.037878,0.025722,0.008164,0.4488,0.040951,2.76,0.201794,27.6,2.017944,0.421872,0.236949
test_minimal,reputation_piecewise,77,5,0.72,0.168606,0.28,0.168606,0.591851,0.066217,0.025048,0.003678,0.4608,0.044812,2.64,0.319666,26.4,3.196663,0.521953,0.116295
test_minimal,reputation_piecewise,78,5,0.74,0.236828,0.26,0.236828,0.589466,0.092165,0.024801,0.001898,0.4768,0.080366,2.62,0.461329,26.2,4.613292,0.409443,0.225261
test_minimal,reputation_piecewise,79,5,0.8,0.123961,0.2,0.123961,0.597634,0.067254,0.021977,0.005425,0.454,0.113296,2.76,0.170869,27.6,1.708688,0.451825,0.153336
test_minimal,reputation_piecewise,80,5,0.78,0.073336,0.22,0.073336,0.603266,0.059706,0.026632,0.013211,0.4434,0.073377,2.74,0.132934,27.4,1.329337,0.509523,0.102526
test_minimal,reputation_piecewise,81,5,0.84,0.099941,0.16,0.099941,0.61841,0.04497,0.020774,0.007128,0.4486,0.088434,2.84,0.099941,28.4,0.999408,0.38735,0.209929
test_minimal,reputation_piecewise,82,5,0.76,0.0784,0.24,0.0784,0.613848,0.028546,0.023903,0.007497,0.4744,0.033225,2.72,0.130012,27.2,1.300117,0.531616,0.109542
test_minimal,reputation_piecewise,83,5,0.82,0.114287,0.18,0.114287,0.62606,0.042844,0.025905,0.008194,0.4644,0.029845,2.74,0.201794,27.4,2.017944,0.429733,0.136522
test_minimal,reputation_piecewise,84,5,0.88,0.114287,0.12,0.114287,0.649412,0.037739,0.024194,0.01086,0.4844,0.047075,2.84,0.159231,28.4,1.592312,0.28727,0.246608
test_minimal,reputation_piecewise,85,5,0.74,0.146673,0.26,0.146673,0.633322,0.021395,0.023328,0.00703,0.5174,0.037918,2.74,0.146673,27.4,1.46673,0.491458,0.248616
test_minimal,reputation_piecewise,86,5,0.86,0.099941,0.14,0.099941,0.649273,0.03546,0.018974,0.007889,0.4814,0.034059,2.82,0.14403,28.2,1.4403,0.352287,0.202927
test_minimal,reputation_piecewise,87,5,0.74,0.099941,0.26,0.099941,0.634902,0.038072,0.023672,0.012142,0.51,0.076853,2.7,0.138593,27.0,1.385929,0.544045,0.120353
test_minimal,reputation_piecewise,88,5,0.84,0.132934,0.16,0.132934,0.645169,0.047349,0.018324,0.003969,0.4758,0.05698,2.84,0.132934,28.4,1.329337,0.364716,0.218966
test_minimal,reputation_piecewise,89,5,0.8,0.087654,0.2,0.087654,0.646963,0.04857,0.022769,0.007599,0.497,0.044436,2.76,0.146673,27.6,1.46673,0.474459,0.125893
test_minimal,reputation_piecewise,90,5,0.74,0.132934,0.26,0.132934,0.631778,0.072205,0.020386,0.005541,0.4914,0.060695,2.7,0.185942,27.0,1.859419,0.521411,0.158661
test_minimal,reputation_piecewise,91,5,0.8,0.107354,0.2,0.107354,0.633453,0.069531,0.018483,0.00715,0.487,0.074544,2.72,0.258542,27.2,2.585418,0.464796,0.127723
test_minimal,reputation_piecewise,92,5,0.82,0.073336,0.18,0.073336,0.640503,0.073588,0.017714,0.007939,0.4824,0.063307,2.78,0.114287,27.8,1.142867,0.452367,0.10925
test_minimal,reputation_piecewise,93,5,0.8,0.061981,0.2,0.061981,0.640663,0.053992,0.019115,0.008014,0.485,0.094049,2.8,0.061981,28.0,0.619806,0.487431,0.089923
test_minimal,reputation_piecewise,94,5,0.6,0.163985,0.4,0.163985,0.591994,0.053557,0.020697,0.00664,0.469,0.058669,2.48,0.312373,24.8,3.123726,0.613631,0.061807
test_minimal,reputation_piecewise,95,5,0.84,0.0784,0.16,0.0784,0.610589,0.060788,0.0173,0.007342,0.4274,0.062452,2.84,0.0784,28.4,0.784,0.417303,0.11586
test_minimal,reputation_piecewise,96,5,0.8,0.087654,0.2,0.087654,0.616707,0.043201,0.019757,0.006615,0.4388,0.059628,2.76,0.146673,27.6,1.46673,0.474459,0.125893
test_minimal,reputation_piecewise,97,5,0.88,0.09602,0.12,0.09602,0.642566,0.04832,0.021067,0.006779,0.4404,0.042181,2.88,0.09602,28.8,0.9602,0.317223,0.189544
test_minimal,reputation_piecewise,98,5,0.68,0.09602,0.32,0.09602,0.612862,0.038919,0.022543,0.005598,0.5204,0.0373,2.56,0.244804,25.6,2.448039,0.605229,0.060114
test_minimal,reputation_piecewise,99,5,0.78,0.09602,0.22,0.09602,0.612199,0.045554,0.018576,0.006651,0.467,0.057862,2.74,0.146673,27.4,1.46673,0.496552,0.137204
test_minimal,reputation_piecewise,100,5,0.82,0.114287,0.18,0.114287,0.621483,0.040396,0.016148,0.004752,0.4414,0.073217,2.82,0.114287,28.2,1.142867,0.409443,0.225261
test_minimal,reputation_piecewise,101,5,0.82,0.114287,0.18,0.114287,0.630448,0.041834,0.017146,0.003796,0.434,0.045903,2.82,0.114287,28.2,1.142867,0.409443,0.225261
test_minimal,reputation_piecewise,102,5,0.82,0.073336,0.18,0.073336,0.63935,0.045153,0.020883,0.00378,0.468,0.043893,2.82,0.073336,28.2,0.733365,0.452367,0.10925
test_minimal,reputation_piecewise,103,5,0.78,0.114287,0.22,0.114287,0.636009,0.034416,0.02303,0.008248,0.5214,0.052279,2.74,0.181763,27.4,1.817629,0.486889,0.140353
test_minimal,reputation_piecewise,104,5,0.82,0.073336,0.18,0.073336,0.641597,0.026039,0.020649,0.008485,0.4964,0.025888,2.82,0.073336,28.2,0.733365,0.452367,0.10925
test_minimal,reputation_piecewise,105,5,0.74,0.0784,0.26,0.0784,0.631558,0.037987,0.029963,0.011628,0.502,0.036616,2.74,0.0784,27.4,0.784,0.557017,0.070628
test_minimal,reputation_piecewise,106,5,0.76,0.099941,0.24,0.099941,0.623668,0.030269,0.028482,0.010156,0.4762,0.0494,2.72,0.168606,27.2,1.686056,0.521953,0.116295
test_minimal,reputation_piecewise,107,5,0.74,0.099941,0.26,0.099941,0.615637,0.024136,0.034271,0.005092,0.481,0.071305,2.7,0.163985,27.0,1.639854,0.544045,0.120353
test_minimal,reputation_piecewise,108,5,0.82,0.179637,0.18,0.179637,0.625212,0.02574,0.029042,0.011605,0.4672,0.02738,2.78,0.251002,27.8,2.510025,0.33879,0.279726
test_minimal,reputation_piecewise,109,5,0.8,0.061981,0.2,0.061981,0.63234,0.021813,0.034524,0.01293,0.4684,0.048112,2.8,0.061981,28.0,0.619806,0.487431,0.089923
test_minimal,reputation_piecewise,110,5,0.78,0.190029,0.22,0.190029,0.63042,0.036553,0.032308,0.011385,0.4866,0.030406,2.66,0.34286,26.6,3.4286,0.403265,0.252392
test_minimal,reputation_piecewise,111,5,0.8,0.163985,0.2,0.163985,0.632773,0.06911,0.025417,0.002073,0.4914,0.057594,2.72,0.24323,27.2,2.432296,0.403807,0.228421
test_minimal,reputation_piecewise,112,5,0.76,0.099941,0.24,0.099941,0.626211,0.070428,0.026142,0.010357,0.489,0.08404,2.72,0.168606,27.2,1.686056,0.521953,0.116295
test_minimal,reputation_piecewise,113,5,0.78,0.114287,0.22,0.114287,0.627755,0.078047,0.029688,0.00947,0.4904,0.109596,2.74,0.181763,27.4,1.817629,0.486889,0.140353
test_minimal,reputation_piecewise,114,5,0.8,0.061981,0.2,0.061981,0.626973,0.054622,0.020047,0.007759,0.4848,0.091632,2.8,0.061981,28.0,0.619806,0.487431,0.089923
test_minimal,reputation_piecewise,115,5,0.68,0.09602,0.32,0.09602,0.600514,0.026779,0.023568,0.012528,0.455,0.035605,2.56,0.228573,25.6,2.285733,0.603968,0.08287
test_minimal,reputation_piecewise,116,5,0.8,0.123961,0.2,0.123961,0.609288,0.046694,0.023753,0.011646,0.442,0.03375,2.76,0.19204,27.6,1.9204,0.451825,0.153336
test_minimal,reputation_piecewise,117,5,0.8,0.087654,0.2,0.087654,0.614322,0.03244,0.020771,0.009014,0.4674,0.027248,2.76,0.1176,27.6,1.176,0.474459,0.125893
test_minimal,reputation_piecewise,118,5,0.78,0.073336,0.22,0.073336,0.614027,0.042294,0.018235,0.00478,0.4314,0.043628,2.78,0.073336,27.8,0.733365,0.509523,0.102526
test_minimal,reputation_piecewise,119,5,0.84,0.099941,0.16,0.099941,0.632178,0.050615,0.024101,0.007817,0.4564,0.059497,2.8,0.163985,28.0,1.639854,0.38735,0.209929
test_minimal,reputation_piecewise,120,5,0.78,0.1568,0.22,0.1568,0.629882,0.063007,0.023057,0.009088,0.5174,0.050781,2.7,0.303642,27.0,3.036419,0.438871,0.22715
test_minimal,reputation_piecewise,121,5,0.78,0.130012,0.22,0.130012,0.627825,0.062465,0.023299,0.006763,0.4948,0.087251,2.78,0.130012,27.8,1.300117,0.456936,0.23313
test_minimal,reputation_piecewise,122,5,0.82,0.179637,0.18,0.179637,0.638466,0.092912,0.023005,0.005001,0.486,0.103314,2.78,0.251002,27.8,2.510025,0.33879,0.279726
test_minimal,reputation_piecewise,123,5,0.82,0.09602,0.18,0.09602,0.647216,0.074264,0.028812,0.008965,0.494,0.098752,2.78,0.1568,27.8,1.568,0.439396,0.137204
test_minimal,reputation_piecewise,124,5,0.78,0.114287,0.22,0.114287,0.644487,0.07178,0.032768,0.006503,0.4964,0.075338,2.78,0.114287,27.8,1.142867,0.466599,0.232446
test_minimal,reputation_piecewise,125,5,0.78,0.09602,0.22,0.09602,0.641643,0.078232,0.032141,0.010723,0.5094,0.0621,2.74,0.170869,27.4,1.708688,0.49986,0.107826
test_minimal,reputation_piecewise,126,5,0.82,0.114287,0.18,0.114287,0.648938,0.088963,0.029329,0.015857,0.4894,0.09377,2.74,0.201794,27.4,2.017944,0.409443,0.225261
test_minimal,reputation_piecewise,127,5,0.8,0.087654,0.2,0.087654,0.646801,0.074987,0.024372,0.006672,0.4918,0.119782,2.8,0.087654,28.0,0.876539,0.474459,0.125893
test_minimal,reputation_piecewise,128,5,0.76,0.0784,0.24,0.0784,0.633813,0.050636,0.019001,0.007091,0.49,0.056467,2.72,0.130012,27.2,1.300117,0.531616,0.109542
test_minimal,reputation_piecewise,129,5,0.82,0.073336,0.18,0.073336,0.643115,0.058778,0.023302,0.011297,0.4654,0.030658,2.78,0.14403,27.8,1.4403,0.452367,0.10925
test_minimal,reputation_piecewise,130,5,0.78,0.0392,0.22,0.0392,0.636932,0.046754,0.019722,0.010038,0.4874,0.057521,2.78,0.0392,27.8,0.392,0.522495,0.043301
test_minimal,reputation_piecewise,131,5,0.72,0.14403,0.28,0.14403,0.62075,0.04661,0.024822,0.010898,0.481,0.057928,2.64,0.236828,26.4,2.368277,0.538409,0.131815
test_minimal,reputation_piecewise,132,5,0.8,0.138593,0.2,0.138593,0.6262,0.051127,0.025726,0.010115,0.4762,0.079667,2.72,0.209271,27.2,2.092707,0.421872,0.236949
test_minimal,reputation_piecewise,133,5,0.78,0.073336,0.22,0.073336,0.623132,0.043273,0.022123,0.006599,0.4878,0.061653,2.78,0.073336,27.8,0.733365,0.509523,0.102526
test_minimal,reputation_piecewise,134,5,0.86,0.132934,0.14,0.132934,0.64005,0.039943,0.01753,0.006436,0.468,0.075441,2.82,0.209271,28.2,2.092707,0.329652,0.208641
test_minimal,reputation_piecewise,135,5,0.86,0.0784,0.14,0.0784,0.654063,0.031274,0.013944,0.005051,0.467,0.05488,2.86,0.0784,28.6,0.784,0.365258,0.190946
test_minimal,reputation_piecewise,136,5,0.82,0.0392,0.18,0.0392,0.659015,0.033482,0.019497,0.007084,0.482,0.057278,2.78,0.09602,27.8,0.9602,0.465339,0.068725
test_minimal,reputation_piecewise,137,5,0.84,0.181763,0.16,0.181763,0.667032,0.061231,0.018102,0.009145,0.528,0.064828,2.76,0.331466,27.6,3.314661,0.303727,0.268486
test_minimal,reputation_piecewise,138,5,0.78,0.073336,0.22,0.073336,0.659307,0.0548,0.022248,0.00889,0.528,0.084791,2.74,0.132934,27.4,1.329337,0.509523,0.102526
test_minimal,reputation_piecewise,139,5,0.82,0.0392,0.18,0.0392,0.662909,0.048434,0.024326,0.009107,0.518,0.056518,2.74,0.1176,27.4,1.176,0.465339,0.068725
test_minimal,reputation_piecewise,140,5,0.82,0.073336,0.18,0.073336,0.666876,0.040911,0.02844,0.004352,0.5104,0.036938,2.78,0.14403,27.8,1.4403,0.452367,0.10925
test_minimal,reputation_piecewise,141,5,0.7,0.061981,0.3,0.061981,0.636469,0.03445,0.024778,0.00961,0.5184,0.04753,2.62,0.114287,26.2,1.142867,0.601201,0.054735
test_minimal,reputation_piecewise,142,5,0.8,0.163985,0.2,0.163985,0.638764,0.026171,0.025869,0.008997,0.4774,0.024657,2.72,0.24323,27.2,2.432296,0.403807,0.228421
test_minimal,reputation_piecewise,143,5,0.72,0.190029,0.28,0.190029,0.620373,0.032327,0.026801,0.005018,0.4608,0.02354,2.68,0.258542,26.8,2.585418,0.499318,0.152487
test_minimal,reputation_piecewise,144,5,0.84,0.132934,0.16,0.132934,0.638285,0.056205,0.030377,0.009589,0.442,0.038781,2.8,0.205567,28.0,2.055665,0.364716,0.218966
test_minimal,reputation_piecewise,145,5,0.86,0.04801,0.14,0.04801,0.654919,0.040181,0.028048,0.009657,0.4968,0.080054,2.86,0.04801,28.6,0.4801,0.395211,0.084171
test_minimal,reputation_piecewise,146,5,0.84,0.1176,0.16,0.1176,0.66227,0.025909,0.024969,0.005895,0.4988,0.071682,2.8,0.175308,28.0,1.753077,0.374379,0.222125
test_minimal,reputation_piecewise,147,5,0.74,0.19204,0.26,0.19204,0.643233,0.067705,0.018196,0.010716,0.529,0.058259,2.62,0.341738,26.2,3.417377,0.456936,0.23313
test_minimal,reputation_piecewise,148,5,0.72,0.073336,0.28,0.073336,0.621978,0.063244,0.015724,0.003863,0.4824,0.096852,2.72,0.073336,27.2,0.733365,0.579109,0.06679
test_minimal,reputation_piecewise,149,5,0.76,0.04801,0.24,0.04801,0.618099,0.044776,0.023493,0.007301,0.4474,0.082664,2.76,0.04801,27.6,0.4801,0.544587,0.053033
test_minimal,reputation_piecewise,150,5,0.76,0.04801,0.24,0.04801,0.616111,0.040092,0.030088,0.00929,0.4404,0.063637,2.76,0.04801,27.6,0.4801,0.544587,0.053033
test_minimal,reputation_piecewise,151,5,0.8,0.138593,0.2,0.138593,0.623491,0.033387,0.033022,0.012037,0.4492,0.039441,2.68,0.286723,26.8,2.867233,0.421872,0.236949
test_minimal,reputation_piecewise,152,5,0.84,0.04801,0.16,0.04801,0.636087,0.037579,0.026106,0.009687,0.4964,0.014264,2.84,0.04801,28.4,0.4801,0.430275,0.084171
test_minimal,reputation_piecewise,153,5,0.72,0.168606,0.28,0.168606,0.619799,0.064102,0.026555,0.007464,0.4984,0.04504,2.64,0.319666,26.4,3.196663,0.521953,0.116295
test_minimal,reputation_piecewise,154,5,0.78,0.130012,0.22,0.130012,0.618469,0.051677,0.024269,0.007822,0.4636,0.068998,2.74,0.19204,27.4,1.9204,0.456936,0.23313
test_minimal,reputation_piecewise,155,5,0.8,0.138593,0.2,0.138593,0.625612,0.066682,0.026101,0.012849,0.473,0.059659,2.72,0.226886,27.2,2.268864,0.421872,0.236949
test_minimal,reputation_piecewise,156,5,0.8,0.163985,0.2,0.163985,0.6296,0.080615,0.023725,0.010304,0.4616,0.087123,2.72,0.24323,27.2,2.432296,0.403807,0.228421
test_minimal,reputation_piecewise,157,5,0.76,0.0784,0.24,0.0784,0.622109,0.067297,0.021776,0.007566,0.489,0.099623,2.72,0.1568,27.2,1.568,0.534924,0.067663
test_minimal,reputation_piecewise,158,5,0.78,0.1568,0.22,0.1568,0.622002,0.06098,0.023505,0.011576,0.4612,0.085316,2.78,0.1568,27.8,1.568,0.434302,0.247489
test_minimal,reputation_piecewise,159,5,0.86,0.04801,0.14,0.04801,0.639215,0.053491,0.018659,0.003037,0.4664,0.057427,2.86,0.04801,28.6,0.4801,0.395211,0.084171
test_minimal,reputation_piecewise,160,5,0.8,0.163985,0.2,0.163985,0.642004,0.0697,0.021396,0.005596,0.48,0.046897,2.76,0.220009,27.6,2.200095,0.399238,0.248036
test_minimal,reputation_piecewise,161,5,0.74,0.132934,0.26,0.132934,0.629191,0.086442,0.022189,0.012194,0.5104,0.091275,2.66,0.201794,26.6,2.017944,0.501121,0.24668
test_minimal,reputation_piecewise,162,5,0.72,0.130012,0.28,0.130012,0.611995,0.081219,0.020913,0.00937,0.503,0.091807,2.64,0.146673,26.4,1.46673,0.548072,0.124679
test_minimal,reputation_piecewise,163,5,0.68,0.130012,0.32,0.130012,0.585771,0.048131,0.018237,0.009707,0.4418,0.103905,2.6,0.196,26.0,1.96,0.582594,0.130239
test_minimal,reputation_piecewise,164,5,0.84,0.0784,0.16,0.0784,0.605797,0.052257,0.018291,0.006457,0.3824,0.054114,2.8,0.151821,28.0,1.518209,0.417303,0.11586
test_minimal,reputation_piecewise,165,5,0.8,0.087654,0.2,0.087654,0.612565,0.043432,0.019164,0.006669,0.417,0.039517,2.72,0.179637,27.2,1.79637,0.474459,0.125893
test_minimal,reputation_piecewise,166,5,0.72,0.09602,0.28,0.09602,0.599044,0.054005,0.019999,0.00552,0.4564,0.035522,2.6,0.175308,26.0,1.753077,0.569446,0.08287
test_minimal,reputation_piecewise,167,5,0.74,0.159231,0.26,0.159231,0.592954,0.054802,0.021428,0.008665,0.4624,0.056425,2.66,0.252528,26.6,2.525283,0.503345,0.15703
test_minimal,reputation_piecewise,168,5,0.72,0.114287,0.28,0.114287,0.58299,0.063689,0.020309,0.007337,0.4324,0.04786,2.6,0.205567,26.0,2.055665,0.556475,0.129127
test_minimal,reputation_piecewise,169,5,0.74,0.181763,0.26,0.181763,0.577687,0.061332,0.01655,0.003491,0.4138,0.065917,2.66,0.267308,26.6,2.673084,0.460421,0.260132
test_minimal,reputation_piecewise,170,5,0.8,0.061981,0.2,0.061981,0.589497,0.046752,0.018242,0.006095,0.3984,0.051951,2.8,0.061981,28.0,0.619806,0.487431,0.089923
test_minimal,reputation_piecewise,171,5,0.82,0.14403,0.18,0.14403,0.605423,0.05256,0.020839,0.005185,0.4192,0.054878,2.74,0.220009,27.4,2.200095,0.366519,0.293276
test_minimal,reputation_piecewise,172,5,0.82,0.114287,0.18,0.114287,0.616742,0.053978,0.018494,0.004883,0.4494,0.05959,2.82,0.114287,28.2,1.142867,0.429733,0.136522
test_minimal,reputation_piecewise,173,5,0.74,0.146673,0.26,0.146673,0.607124,0.054732,0.020179,0.006503,0.4772,0.051449,2.62,0.2352,26.2,2.352,0.491458,0.248616
test_minimal,reputation_piecewise,174,5,0.8,0.123961,0.2,0.123961,0.61168,0.063495,0.014463,0.004727,0.4634,0.050375,2.72,0.218256,27.2,2.182564,0.451825,0.153336
test_minimal,reputation_piecewise,175,5,0.86,0.099941,0.14,0.099941,0.633523,0.071644,0.016535,0.005964,0.447,0.06505,2.86,0.099941,28.6,0.999408,0.352287,0.202927
test_minimal,reputation_piecewise,176,5,0.76,0.099941,0.24,0.099941,0.6249,0.053108,0.018123,0.00312,0.4674,0.082174,2.76,0.099941,27.6,0.999408,0.521953,0.116295
