experiment_name,condition,round,cooperation_rate,defection_rate,avg_reputation,reputation_variance,avg_temperature,avg_payoff,social_welfare,action_entropy
rex_baseline,fixed_low_temperature,50,1.0,0.0,0.90808441371403,0.010963588595218508,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,51,0.95,0.05,0.9059851318827942,0.0101035676161076,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,52,1.0,0.0,0.9191472134192029,0.007472598608873182,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,53,0.95,0.05,0.9156127134311504,0.00811978860325283,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,54,1.0,0.0,0.9274269335507892,0.00600539565096579,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,55,0.9,0.1,0.908807016322077,0.01205695574122872,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,56,0.95,0.05,0.9065771758486203,0.010848377861722857,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,57,1.0,0.0,0.9196563712298135,0.008023460266530226,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,58,0.9,0.1,0.9014923372828111,0.011490065670355602,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,59,1.0,0.0,0.9152834100632175,0.008498052569795005,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,60,0.95,0.05,0.9123587728517928,0.008967673948488297,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,61,0.9,0.1,0.895922283700408,0.013570435184444821,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,62,0.95,0.05,0.8955107712321755,0.011676327205627491,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,63,0.95,0.05,0.8966595190894454,0.01407150049847719,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,64,1.0,0.0,0.911127186416923,0.01040728176867373,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,65,1.0,0.0,0.9235693803185538,0.007697225596111093,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,66,1.0,0.0,0.9342696670739563,0.005692868050883765,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,67,1.0,0.0,0.9434719136836025,0.0042104452104336325,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,68,0.95,0.05,0.9365159274367787,0.0062853185390258585,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,69,1.0,0.0,0.9454036975956297,0.004648621591463524,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,70,1.0,0.0,0.9530471799322415,0.003438120529046424,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,71,0.95,0.05,0.9446213019535612,0.005608440558092263,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,72,0.85,0.15,0.9079519967774023,0.012903194518020253,0.2,2.85,57.0,0.42270908780599087
rex_baseline,fixed_low_temperature,73,1.0,0.0,0.9208387172285659,0.00954320266552778,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,74,0.95,0.05,0.9193087672010785,0.014837394334096334,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,75,0.9,0.1,0.905071605518964,0.024238843709029963,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,76,1.0,0.0,0.9183615807463091,0.017927048807198562,0.2,3.0,60.0,0.0
